Apartment Name,Average Rating,Latitude,Longitude,Price,Discount,Save money,Character,Room Type,Pets_allowed,Free canceled,Amenities,URL
Townhouse in Pittsburgh,4.83 (211),40.36795,-80.02981,$139,Yes,34,Cozy 3BR Home with Fire Pit & Free Parking!,entire_home,No,Yes,,https://airbnb.com/rooms/53715923
Apartment in Pittsburgh,4.81 (216),40.4669,-80.03009,$61,No,0,Cozy 1 Bedroom Apt 5 min from Stadiums N Downtown,entire_home,No,Yes,,https://airbnb.com/rooms/27756649
Room in Pittsburgh,4.85 (47),40.470774776452004,-79.91639546242675,$34,No,0,Cozy and Chic Retreat! 2C,private_room,No,No,,https://airbnb.com/rooms/1046479149817704718
Apartment in Pittsburgh,4.99 (163),40.49262,-80.04278,$148,No,0,504 Bascom Ave Serene Luxury,entire_home,No,Yes,,https://airbnb.com/rooms/36630922
Apartment in Pittsburgh,4.81 (197),40.46637,-79.9522,$90,Yes,15,Apt 6 Bloomfield/Lawrenceville private mini studio,entire_home,No,Yes,,https://airbnb.com/rooms/31218236
Apartment in Pittsburgh,4.98 (61),40.46004,-80.01461,$114,No,0,Amazing views! Free Parking!,entire_home,No,No,,https://airbnb.com/rooms/1008088988746141082
Condo in Pittsburgh,4.56 (39),40.45403,-79.93324,$62,Yes,10,Walking Distance to Walnut St/UPMC/CMU !,entire_home,No,Yes,,https://airbnb.com/rooms/51619199
Apartment in Pittsburgh,4.85 (179),40.45079,-80.0154,$89,Yes,21,Business Suite | Walkable Entertainment,entire_home,No,No,,https://airbnb.com/rooms/45969920
Cottage in Boston,5.0 (3),40.31172,-79.83093,$160,No,0,"""Little Boston"" Cozy Cottage",entire_home,No,Yes,,https://airbnb.com/rooms/1212396488441204877
Cabin in Pittsburgh,4.93 (138),40.55345,-79.87711,$135,No,0,Cabin in Pittsburgh.  20 minutes to Pittsburgh,entire_home,No,No,,https://airbnb.com/rooms/21581663
Townhouse in Mount Washington,4.94 (79),40.429878,-80.009453,$123,Yes,14,Urban Retreat with Garage on Mt Washington,entire_home,No,No,,https://airbnb.com/rooms/631044042564529485
Guesthouse in South Side Flats,4.96 (26),40.42869,-79.97621,$41,No,0,Room in center of Southside,private_room,No,Yes,,https://airbnb.com/rooms/824171128069270843
Apartment in Bloomfield,4.81 (197),40.46637,-79.9522,$90,Yes,15,Apt 6 Bloomfield/Lawrenceville private mini studio,entire_home,No,Yes,,https://airbnb.com/rooms/31218236
Apartment in Shadyside,4.9 (242),40.45408,-79.93042,$163,Yes,19,Upscale Double King Bed Suite ~ Steps from Walnut!,entire_home,No,Yes,,https://airbnb.com/rooms/54194853
Home in Mount Washington,4.87 (162),40.43577,-80.01776,$78,No,0,Charming 1 bedroom contemporary unit with a view,entire_home,No,Yes,,https://airbnb.com/rooms/45828548
Apartment in Pittsburgh,4.92 (425),40.50506,-80.08638,$98,No,0,Historic Charmer | Spacious | Off Street Parking,entire_home,No,Yes,,https://airbnb.com/rooms/7380633
Apartment in Pittsburgh,4.97 (129),40.48280334472656,-79.97505187988281,$88,No,0,Cute Apt Minutes from Downtown and Stadiums!!,entire_home,No,Yes,,https://airbnb.com/rooms/43805814
Home in Pittsburgh,4.69 (141),40.43344,-80.06565,$91,Yes,54,Perfect Pittsburgh Home Close To City & Airport,entire_home,No,No,,https://airbnb.com/rooms/36751375
Home in Mount Washington,4.94 (65),40.41951,-80.01493,$80,No,0,Contemporary  and beautiful 1 bedroom unit,entire_home,No,Yes,,https://airbnb.com/rooms/746886670410861413
Apartment in South Side Flats,4.94 (16),40.4261739,-79.98040089999999,$75,No,0,New & Spacious Apartment in Pittsburgh,entire_home,No,No,,https://airbnb.com/rooms/1204302036470792308
Condo in Shadyside,4.56 (39),40.45403,-79.93324,$62,Yes,10,Walking Distance to Walnut St/UPMC/CMU !,entire_home,No,Yes,,https://airbnb.com/rooms/51619199
Apartment in Mount Washington,4.91 (426),40.42767,-80.00466,$115,No,0,Pittsburgh Skyline Views - Luxury 1 Bedroom,entire_home,No,No,,https://airbnb.com/rooms/28683923
Home in Pittsburgh,4.98 (167),40.4559,-80.00051,$374,Yes,98,Luxe Home★ Amazing Yard★ Firepit★ 2 Rooftop Decks,entire_home,No,No,,https://airbnb.com/rooms/30397722
Apartment in Pittsburgh,4.88 (290),40.43628,-79.97998,$75,No,0,Cozy + Modern apartment near the city!,entire_home,No,No,,https://airbnb.com/rooms/23568964
Apartment in Bloomfield,4.91 (219),40.46254,-79.93994,$75,Yes,13,Cozy Entire Apt 3 *Friendship Park *free parking,entire_home,No,Yes,,https://airbnb.com/rooms/35677653
Room in Pittsburgh,4.95 (276),40.36404,-80.00791,$34,No,0,Castle Shannon's Home Away From Home.,private_room,No,No,,https://airbnb.com/rooms/20092517
Apartment in Regent Square,5.0 (25),40.43061,-79.89703,$127,No,0,"""April's Haven"" Regent Square King Frick Park",entire_home,No,No,,https://airbnb.com/rooms/1118148366841888829
Apartment in Pittsburgh,4.84 (154),40.45075,-80.01365,$89,No,0,Central Location Suite | Walkable Entertainment,entire_home,No,No,,https://airbnb.com/rooms/45975808
Apartment in Pittsburgh,4.83 (6),40.46975560000001,-79.90533672327881,$117,No,0,1st Fl. Huge Flat on 2 Acres - Pets/Garage Parking,entire_home,No,No,,https://airbnb.com/rooms/923903282168238721
Apartment in Pittsburgh,4.88 (205),40.46581,-79.93626,$75,No,0,SPACIOUS 1 BEDROOM APT IN PITTSBURGH (K1),entire_home,No,Yes,,https://airbnb.com/rooms/35549774
Home in Pittsburgh,5.0 (15),40.4231589,-79.9803585,$96,Yes,13,Italy Charm in Southside Slopes,entire_home,No,No,,https://airbnb.com/rooms/1151808250974298151
Guest suite in Pittsburgh,4.98 (410),40.47073,-79.96457,$126,No,0,"Lawrenceville Designer “Tiny Living”, Walkable",entire_home,No,Yes,,https://airbnb.com/rooms/50180599
Apartment in Pittsburgh,4.86 (7),40.3727364,-79.971485,$97,Yes,20,"2bdr apt w/ KING bed, fast Wi-Fi",entire_home,No,Yes,,https://airbnb.com/rooms/1029672165569330033
Guest suite in Pittsburgh,4.84 (230),40.48182,-80.03298,$65,No,0,420 friendly aparthotel (suite 3) w custom shower,private_room,No,No,,https://airbnb.com/rooms/22706349
Bungalow in Carnegie,4.98 (146),40.40551,-80.094,$74,No,0,Groovy Retro Get-Away,entire_home,No,Yes,,https://airbnb.com/rooms/54314136
Condo in Pittsburgh,4.87 (15),40.44355,-79.9992,$78,Yes,56,"Coze 1BD, DT, Walk to Convention Center & PNC Park",entire_home,No,No,,https://airbnb.com/rooms/1183505800526330836
Apartment in Pittsburgh,4.91 (35),40.461312,-79.9478166,$80,Yes,22,Elevator~King Bed ~Parking~West Penn~10 min to DT,entire_home,No,No,,https://airbnb.com/rooms/914537438267074561
Guesthouse in Pittsburgh,4.82 (17),40.43021,-79.97568,$41,No,0,Cozy room-Walking in the SS,private_room,No,Yes,,https://airbnb.com/rooms/823362505591556252
Loft in Pittsburgh,4.98 (399),40.46175,-79.92923,$124,No,0,The loft getaway,entire_home,No,Yes,,https://airbnb.com/rooms/15913069
Apartment in Pittsburgh,4.85 (52),40.45627,-80.02652,$76,Yes,19,Driveway Parking - Clean - Cozy,entire_home,No,No,,https://airbnb.com/rooms/1102128309315012317
Room in Pittsburgh,4.84 (291),40.4312,-79.92407,$54,Yes,6,Private bath 1st floor suite in Squirrel Hill,private_room,No,No,,https://airbnb.com/rooms/23762160
Apartment in Pittsburgh,4.57 (14),40.4645713,-79.94681419999999,$91,Yes,48,Mathilda Street Trio - The Lodge with King Bed,entire_home,No,Yes,,https://airbnb.com/rooms/1168389721730988784
Room in Pittsburgh,4.99 (162),40.45337,-80.01158,$129,No,0,"Mexican War Streets, B & B, The Heinz Suite.",private_room,No,No,,https://airbnb.com/rooms/45015086
Home in Pittsburgh,4.9 (69),40.4535221,-79.9512934,$137,Yes,49,3 Story home with 11 beds!,entire_home,No,No,,https://airbnb.com/rooms/952880614551608309
Apartment in Pittsburgh,5.0 (30),40.45567,-79.92947,$170,Yes,24,Upscale 2 BR Suite ~ Private deck & Walkable!,entire_home,No,Yes,,https://airbnb.com/rooms/1187768666467400908
Loft in Pittsburgh,4.98 (399),40.46175,-79.92923,$124,No,0,The loft getaway,entire_home,No,Yes,,https://airbnb.com/rooms/15913069
Home in Pittsburgh,4.51 (68),40.50041,-80.01617,$85,No,0,Splendid Summer Hill Home Away From Home,entire_home,No,Yes,,https://airbnb.com/rooms/785637808863414894
Room in Pittsburgh,4.99 (162),40.45337,-80.01158,$129,No,0,"Mexican War Streets, B & B, The Heinz Suite.",private_room,No,No,,https://airbnb.com/rooms/45015086
Apartment in Pittsburgh,5.0 (30),40.45567,-79.92947,$170,Yes,24,Upscale 2 BR Suite ~ Private deck & Walkable!,entire_home,No,Yes,,https://airbnb.com/rooms/1187768666467400908
Home in Pittsburgh,5.0 (6),40.46548,-79.95203,$80,Yes,38,Cute Rowhouse Near Hospitals,entire_home,No,Yes,,https://airbnb.com/rooms/1149137700426908801
Home in Pittsburgh,4.88 (49),40.39547,-80.01804,$55,Yes,34,Comfortable and Cozy Duplex half,entire_home,No,Yes,,https://airbnb.com/rooms/34478615
Home in Pittsburgh,4.96 (24),40.41872,-80.0479,$132,No,0,Charming home in Greentree,entire_home,No,Yes,,https://airbnb.com/rooms/983588349260439837
Apartment in Pittsburgh,4.94 (18),40.4587381,-80.00135759999999,$75,No,0,Million dollar backyard view!,entire_home,No,Yes,,https://airbnb.com/rooms/1081843397705627649
Apartment in Pittsburgh,5.0 (4),40.45344,-80.02822,$173,No,0,"2BR/Quiet area/Near Stadiums, DT, Universities…",entire_home,No,No,,https://airbnb.com/rooms/1217712070721747472
Home in Pittsburgh,5.0 (6),40.45232,-79.99898,$253,Yes,232,3Br/3Ba For 8 |Walk to Stadiums|  Private Parking,entire_home,No,No,,https://airbnb.com/rooms/1195069784180293935
Room in Pittsburgh,4.46 (134),40.43741,-79.9841,$39,No,0,Lux Room Next to Downtown,private_room,No,No,,https://airbnb.com/rooms/21477364
Apartment in Pittsburgh,5.0 (21),40.45418,-79.93611,$81,Yes,14,Spacious 2BR~Steps to Walnut St~Outdoor TV~Parking,entire_home,No,Yes,,https://airbnb.com/rooms/1121838439371464954
Room in Pittsburgh,4.88 (129),40.41817,-80.01091,$63,No,0,Spacious Entire Floor with Private bathroom,private_room,No,No,,https://airbnb.com/rooms/30822151
Apartment in Pittsburgh,4.96 (93),40.45566,-79.94382,$87,No,0,NEW* Apt B Bloomfield/ Shadyside & Free parking,entire_home,No,Yes,,https://airbnb.com/rooms/721947276558269218
Guest suite in Pittsburgh,4.63 (19),40.4362513,-80.0553041,$58,No,0,Basement studio on a quiet neighborhood.,entire_home,No,No,,https://airbnb.com/rooms/695885277149581896
Townhouse in Pittsburgh,4.92 (50),40.37621,-80.03296,$96,Yes,10,Mt.Lebanon-3 Bedrooms-Family Friendly-clean-Neat,entire_home,No,No,,https://airbnb.com/rooms/721959955989634428
Home in West Mifflin,5.0 (7),40.38748,-79.88051,$171,Yes,52,Plan your next thrilling city break minutes to ken,entire_home,No,No,,https://airbnb.com/rooms/1139211807773234954
Home in Pittsburgh,4.78 (115),40.40445,-80.01824,$76,Yes,11,Restful Nest,entire_home,No,No,,https://airbnb.com/rooms/53032881
Apartment in Pittsburgh,4.85 (87),40.45634,-79.99601,$83,No,0,Brand New! In the heart of Pgh!,entire_home,No,Yes,,https://airbnb.com/rooms/997332043338191745
Apartment in Pittsburgh,4.79 (73),40.4641327,-79.96221950000002,$95,No,0,*SAUNA* Cozy Lawrenceville Flat - Steps to butler,entire_home,No,No,,https://airbnb.com/rooms/839698543911154466
Home in Pittsburgh,5.0 (37),40.4404869,-80.02490519999999,$209,No,0,Mount Memento: City Escape w. Grand View/Game Room,entire_home,No,No,,https://airbnb.com/rooms/958787114327763118
Home in Pittsburgh,4.92 (119),40.41741,-79.94187,$166,Yes,61,Completely Renovated 4-Bedroom with Parking,entire_home,No,Yes,,https://airbnb.com/rooms/716760567375793354
Home in Pittsburgh,4.87 (459),40.46396,-79.93373,$75,No,0,PRIVATE MINI STUDIO (D2),entire_home,No,Yes,,https://airbnb.com/rooms/20044956
Condo in Pittsburgh,4.83 (23),40.44067,-79.99743,$109,No,0,LUXE Location!  with an Exceptional View,entire_home,No,Yes,,https://airbnb.com/rooms/1003641654378444636
Loft in Pittsburgh,4.97 (275),40.45055,-79.98439,$138,No,0,The Ultimate Urban Loft-A WALKABLE-Hot Property!,entire_home,No,No,,https://airbnb.com/rooms/31175165
Apartment in Pittsburgh,4.78 (621),40.45359,-79.93783,$75,No,0,Sunny Spacious Shadyside 1 bedroom,entire_home,No,Yes,,https://airbnb.com/rooms/17207822
Apartment in Pittsburgh,5.0 (4),40.45867,-79.94133,$162,No,0,Bloomfield/Shadyside @2 Modern&Spacious 2BD w/Prkg,entire_home,No,No,,https://airbnb.com/rooms/1243668930893946752
Home in Pittsburgh,5.0 (79),40.36078,-80.05974,$187,No,0,Seneca Place: A historic home in Mount Lebanon.,entire_home,No,Yes,,https://airbnb.com/rooms/37495327
Apartment in Pittsburgh,4.93 (15),40.461312,-79.9478166,$83,No,0,~Parking~ Elevator ~West Penn~ Centrally Located,entire_home,No,No,,https://airbnb.com/rooms/914374005741661981
Apartment in Millvale,4.94 (66),40.48516884425168,-79.97275459522876,$86,No,0,*Spacious & Cozy* 1BR Millvale apt,entire_home,No,Yes,,https://airbnb.com/rooms/834966485394363076
Apartment in Pittsburgh,4.81 (26),40.4277,-79.97101,$63,Yes,17,⁂ Cozy Nook off Carson - Parking & Private Entry ⁂,entire_home,No,Yes,,https://airbnb.com/rooms/1024005656340725193
Apartment in Pittsburgh,4.91 (376),40.4949,-79.85697,$80,No,0,Comfort Central,entire_home,No,Yes,,https://airbnb.com/rooms/49179438
Home in Pittsburgh,4.94 (277),40.405079,-79.986877,$136,No,0,Large house to relax with friends and family,entire_home,No,Yes,,https://airbnb.com/rooms/605187113475493636
Guest suite in Pittsburgh,4.96 (56),40.46619,-79.925421,$111,No,0,The Maple Jazz - Private Entrance Apartment,entire_home,No,No,,https://airbnb.com/rooms/858659033161942742
Home in Pittsburgh,4.3 (10),40.36179,-80.03668,$94,No,0,Luxe Mt. Lebanon Home | Sleeps 6 | Central,entire_home,No,Yes,,https://airbnb.com/rooms/1214118835563034733
Apartment in Pittsburgh,4.92 (26),40.45246,-79.93602,$182,No,0,Huge Open Concept 2BR by Walnut,entire_home,No,Yes,,https://airbnb.com/rooms/1126265969383235638
Loft in Pittsburgh,5.0 (3),40.4556146,-79.9532909,$126,No,0,*New* Loft 5 min to PPG/Convention center Sleeps 4,entire_home,No,Yes,,https://airbnb.com/rooms/1244907964764442593
Apartment in Pittsburgh,4.86 (449),40.46414,-79.93517,$76,Yes,10,PRIVATE MINI STUDIO (C1),entire_home,No,Yes,,https://airbnb.com/rooms/20793772
Home in Pittsburgh,New,40.437181347646025,-80.01754010465248,$266,No,0,Firepit + Walkable + Wii Games in Mt Washington,entire_home,No,No,,https://airbnb.com/rooms/1251680198294717291
Loft in Pittsburgh,4.88 (128),40.46021545548025,-79.97154891771768,$118,No,0,Lovely Strip District loft with free parking,entire_home,No,Yes,,https://airbnb.com/rooms/721002735283255106
Home in Clairton,5.0 (23),40.3181711,-79.90322909999999,$104,No,0,All new. Near all PGH activities,entire_home,No,Yes,,https://airbnb.com/rooms/1066878194279302746
Home in Morgan,4.94 (64),40.35474,-80.14277,$88,No,0,Cheerful 2-Bedroom near to All Things Pittsburgh,entire_home,No,Yes,,https://airbnb.com/rooms/684843154314507719
Home in Pittsburgh,New,40.42959,-79.98656,$195,No,0,A Perfect South Side Getaway,entire_home,No,Yes,,https://airbnb.com/rooms/1232615047528720629
Apartment in Pittsburgh,4.78 (156),40.46381,-79.93436,$69,No,0,PRIVATE MINI STUDIO IN BRIGHT NEW BASEMENT (B2),entire_home,No,Yes,,https://airbnb.com/rooms/53758425
Room in Pittsburgh,New,40.45549,-79.9394,$68,No,0,Bloomfield/Shadyside @D Spacious&Unique Private Bd,private_room,No,No,,https://airbnb.com/rooms/1243649303503524083
Room in Pittsburgh,4.81 (79),40.44496,-79.92996,$55,No,0,Private Room Near Carnegie Mellon University-Queen,private_room,No,No,,https://airbnb.com/rooms/906117082382340021
Home in Pittsburgh,4.9 (134),40.39749,-80.02194,$96,No,0,"Urban Oasis, Easy city access",entire_home,No,Yes,,https://airbnb.com/rooms/48917685
Cottage in Glenshaw,4.94 (406),40.52915,-79.9585,$161,No,0,Glenshaw Guesthouse,entire_home,No,Yes,,https://airbnb.com/rooms/23536931
Apartment in Pittsburgh,4.86 (28),40.46241,-79.94704,$75,No,0,Bloomfield~ West Penn~ Elevator~Parking~Queen Bed,entire_home,No,No,,https://airbnb.com/rooms/914503834831411304
Home in Pittsburgh,New,40.325995667404015,-79.98945098444025,$65,No,0,Farmhouse Retreat with Big Yard,entire_home,No,No,,https://airbnb.com/rooms/1247992480652725363
Apartment in Pittsburgh,4.96 (70),40.4320816,-80.00801609999999,$224,No,0,Grandview Ave Luxe - Sweeping City Views & More!,entire_home,No,No,,https://airbnb.com/rooms/910482668178106270
Apartment in Pittsburgh,4.99 (140),40.43869,-79.99198,$149,No,0,On Site Gym★ Purple Mattress ★ Park Free!,entire_home,No,Yes,,https://airbnb.com/rooms/581388540379415554
Room in Pittsburgh,5.0 (13),40.46076,-79.95221,$32,Yes,3,A cozy bright room in Pittsburgh,private_room,No,No,,https://airbnb.com/rooms/1147679578463198077
Apartment in Aspinwall,4.98 (51),40.4915208,-79.9039864,$125,No,0,Aspinwall 1 bedroom Apartment,entire_home,No,Yes,,https://airbnb.com/rooms/805282526113498748
Apartment in Pittsburgh,5.0 (17),40.445698,-80.03743,$95,No,0,"West End, Best End: 2 BR Apt",entire_home,No,Yes,,https://airbnb.com/rooms/598717920606471425
Home in Pittsburgh,4.95 (98),40.39407,-80.03991,$177,No,0,The Pittsburgh Haus | Charitable BnB,entire_home,No,No,,https://airbnb.com/rooms/53940743
Apartment in Pittsburgh,4.9 (10),40.42369,-80.01194,$86,Yes,51,Renovated Two Bedroom with Easy City Access and Of,entire_home,No,Yes,,https://airbnb.com/rooms/1148453756243548482
Apartment in Pittsburgh,4.89 (28),40.42033,-79.8857,$68,No,0,Modern Studio Close to Popular Pittsburgh Sights,entire_home,No,No,,https://airbnb.com/rooms/552285794090146550
Apartment in Avalon,New,40.498752919544295,-80.06757784176979,$93,No,0,"Pleasant Getaway in Avalon, PA",entire_home,No,Yes,,https://airbnb.com/rooms/686159412675734117
Apartment in Pittsburgh,4.94 (98),40.452,-79.9999,$121,Yes,379,Private Parking • Patio • KING bed •Cozy Oasis,entire_home,No,No,,https://airbnb.com/rooms/1078121856262460685
Home in Pittsburgh,5.0 (4),40.40801,-79.98333,$100,No,0,Whole house with private yard on quiet street,entire_home,No,Yes,,https://airbnb.com/rooms/1212494199893280606
Apartment in Pittsburgh,4.87 (127),40.46262,-79.93942,$48,Yes,8,Special Retreat Turquoise 1 BR •Self Check In•,entire_home,No,No,,https://airbnb.com/rooms/52965328
Apartment in Pittsburgh,4.75 (281),40.46657,-79.95282,$90,Yes,15,Apt 9 Bloomfield / Lawrenceville small private 1br,entire_home,No,Yes,,https://airbnb.com/rooms/31219838
Apartment in Pittsburgh,4.83 (369),40.43618,-79.97939,$62,No,0,Uptown Apartment - right up from Pittsburgh!,entire_home,No,Yes,,https://airbnb.com/rooms/16824003
Room in Pittsburgh,4.99 (361),40.45539,-80.01314,$123,No,0,"Mexican War Streets, B & B, The Allegheny Suite.",private_room,No,No,,https://airbnb.com/rooms/18755852
Apartment in Pittsburgh,4.97 (61),40.45442,-79.9299,$148,No,0,Shadyside 2Bed 2Bath w/ Parking!,entire_home,No,Yes,,https://airbnb.com/rooms/1053873245183350999
Home in Pittsburgh,4.87 (46),40.452941316071495,-79.9999883661316,$181,Yes,699,4 Bedrooms • Patio • Stay in Style • Free parking,entire_home,No,No,,https://airbnb.com/rooms/1119861838436795812
Apartment in Pittsburgh,4.93 (30),40.46084,-79.93139,$99,No,0,Spacious KingSuite by WholeFoods,entire_home,No,Yes,,https://airbnb.com/rooms/1121845889378196820
Apartment in Pittsburgh,4.73 (26),40.46344,-79.94092,$48,No,0,Cozy Basement • Self Check In•,entire_home,No,No,,https://airbnb.com/rooms/888967883887226606
Home in Pittsburgh,4.92 (291),40.43481,-79.92867,$130,No,0,Upscale Modern 2 BR Apartment,entire_home,No,Yes,,https://airbnb.com/rooms/18408435
Home in Pittsburgh,4.9 (39),40.46438,-79.96261,$105,No,0,Lawrenceville 3BR Ping-Pong Pad,entire_home,No,No,,https://airbnb.com/rooms/1041682274490530590
Apartment in Pittsburgh,4.86 (81),40.45577,-80.0106,$101,No,0,Dazzling Northside Stunner,entire_home,No,Yes,,https://airbnb.com/rooms/716722672990675654
Apartment in Pittsburgh,4.52 (21),40.45268455889965,-80.02714019268751,$107,No,0,Luxury 2BR/ 2B Northshore | Stadium walk Parking,entire_home,No,Yes,,https://airbnb.com/rooms/1156713995006850120
Room in Pittsburgh,4.99 (361),40.45539,-80.01314,$123,No,0,"Mexican War Streets, B & B, The Allegheny Suite.",private_room,No,No,,https://airbnb.com/rooms/18755852
Apartment in Pittsburgh,4.86 (81),40.45577,-80.0106,$101,No,0,Dazzling Northside Stunner,entire_home,No,Yes,,https://airbnb.com/rooms/716722672990675654
Apartment in Pittsburgh,4.97 (61),40.45442,-79.9299,$148,No,0,Shadyside 2Bed 2Bath w/ Parking!,entire_home,No,Yes,,https://airbnb.com/rooms/1053873245183350999
Home in Pittsburgh,4.56 (119),40.45269,-80.00109,$65,No,0,North Shore comfort. Walkable to Pittsburgh fun!,entire_home,No,No,,https://airbnb.com/rooms/50755480
Apartment in Pittsburgh,4.36 (14),40.4703069,-79.97875169999999,$64,Yes,7,Lovely Cozy Basement Apartment,entire_home,No,Yes,,https://airbnb.com/rooms/1097824928843877921
Room in Pittsburgh,5.0 (3),40.46266,-80.00534,$49,Yes,10,"Unique, Vibrant Space with A PingPong Table",private_room,No,No,,https://airbnb.com/rooms/1197092072277311940
Home in Pittsburgh,4.92 (291),40.43481,-79.92867,$130,No,0,Upscale Modern 2 BR Apartment,entire_home,No,Yes,,https://airbnb.com/rooms/18408435
Apartment in Pittsburgh,4.93 (30),40.46084,-79.93139,$99,No,0,Spacious KingSuite by WholeFoods,entire_home,No,Yes,,https://airbnb.com/rooms/1121845889378196820
Home in Pittsburgh,4.75 (12),40.42294,-80.0139,$68,No,0,Peaceful Mt. Washington home near downtown!,entire_home,No,No,,https://airbnb.com/rooms/1175327357491005674
Apartment in Pittsburgh,4.77 (555),40.46497,-79.95473,$93,Yes,10,Apt 1 Lawrenceville private 1br,entire_home,No,Yes,,https://airbnb.com/rooms/12948969
Home in Bethel Park,4.84 (112),40.34794,-80.0353,$208,Yes,52,Cozy Home near DT PGH 🐶 friendly + fenced yard!,entire_home,No,No,,https://airbnb.com/rooms/44362872
Home in Pittsburgh,5.0 (5),40.45197,-80.01775,$198,Yes,39,Charming Home near Acrisure,entire_home,No,No,,https://airbnb.com/rooms/1199370160993294354
Apartment in Pittsburgh,5.0 (12),40.45256,-79.93586,$91,No,0,Huge King Suite Just off Walnut,entire_home,No,Yes,,https://airbnb.com/rooms/1121832468307911157
Home in Pittsburgh,4.9 (62),40.43184,-80.0118,$230,Yes,98,Manor on the Mount,entire_home,No,Yes,,https://airbnb.com/rooms/659248574425388495
Home in Pittsburgh,4.64 (14),40.44139,-80.04277,$103,Yes,55,Light-Bright with Craftsman Character and Views!,entire_home,No,No,,https://airbnb.com/rooms/1024104692124568301
Apartment in Pittsburgh,4.82 (603),40.46598,-79.95362,$97,No,0,Apt 4 Lawrenceville studio,entire_home,No,Yes,,https://airbnb.com/rooms/12948798
Apartment in Pittsburgh,4.74 (125),40.45404,-80.02105,$96,No,0,Walkable & Spacious | Free Parking Pad,entire_home,No,No,,https://airbnb.com/rooms/54256755
